graph,algorithm,repetition,best_weight,runtime,candidates,improvements,duplicates,infeasible,stopping_reason
graph_n7_d50_adj_matrix,local,2,1038.24,2.001143833000242,1,1,1195,0,time_limit
graph_n5_d50_adj_matrix,random,0,505.15999999999997,2.0000159589999384,4,3,369722,0,time_limit
graph_n5_d50_adj_matrix,random,1,505.15999999999997,2.0000168689985003,4,1,382484,0,time_limit
graph_n5_d50_adj_matrix,random,2,505.15999999999997,2.000015892999727,4,1,385851,0,time_limit
graph_n5_d50_adj_matrix,greedy,0,419.54,2.000013591001334,1,1,462721,0,time_limit
graph_n5_d50_adj_matrix,greedy,1,419.54,2.0000168750011653,1,1,470133,0,time_limit
graph_n5_d50_adj_matrix,greedy,2,419.54,2.0000202290011657,1,1,443017,0,time_limit
graph_n5_d50_adj_matrix,local,0,505.15999999999997,2.0005514479998965,2,1,1472,0,time_limit
graph_n5_d50_adj_matrix,local,1,505.15999999999997,2.00098886899832,1,1,1501,0,time_limit
graph_n5_d50_adj_matrix,local,2,505.15999999999997,2.000239679000515,1,1,1514,0,time_limit
graph_n8_d12.5_adj_matrix,random,0,485.21,2.000016814999981,3,3,536758,0,time_limit
graph_n8_d12.5_adj_matrix,random,1,895.97,2.0000154199988174,2,1,486424,0,time_limit
graph_n8_d12.5_adj_matrix,random,2,485.21,2.0000159809987963,3,3,536043,0,time_limit
graph_n8_d12.5_adj_matrix,greedy,0,895.97,2.0000173099997482,1,1,495715,0,time_limit
graph_n8_d12.5_adj_matrix,greedy,1,895.97,2.0000176619996637,1,1,484139,0,time_limit
graph_n8_d12.5_adj_matrix,greedy,2,895.97,2.000014100998669,1,1,511588,0,time_limit
graph_n8_d12.5_adj_matrix,local,0,895.97,2.000903678999748,1,1,1413,0,time_limit
graph_n8_d12.5_adj_matrix,local,1,895.97,2.0011191419998795,1,1,1415,0,time_limit
graph_n8_d12.5_adj_matrix,local,2,895.97,2.000694714999554,1,1,1423,0,time_limit
graph_n6_d12.5_adj_matrix,random,0,281.68,2.0000125719998323,1,1,609745,0,time_limit
graph_n6_d12.5_adj_matrix,random,1,281.68,2.0000136910002766,1,1,616237,0,time_limit
graph_n6_d12.5_adj_matrix,random,2,281.68,2.0000145319991134,1,1,611870,0,time_limit
graph_n6_d12.5_adj_matrix,greedy,0,281.68,2.000014953000573,1,1,609206,0,time_limit
graph_n6_d12.5_adj_matrix,greedy,1,281.68,2.0000173290009116,1,1,619535,0,time_limit
graph_n6_d12.5_adj_matrix,greedy,2,281.68,2.0000138390005304,1,1,620524,0,time_limit
graph_n6_d12.5_adj_matrix,local,0,281.68,2.0003247059994465,1,1,1716,0,time_limit
graph_n6_d12.5_adj_matrix,local,1,281.68,2.0008068269999058,1,1,1744,0,time_limit
graph_n6_d12.5_adj_matrix,local,2,281.68,2.0007003199989413,1,1,1724,0,time_limit
graph_n10_d50_adj_matrix,random,0,1473.47,2.000038221000068,112,3,229844,0,time_limit
graph_n10_d50_adj_matrix,random,1,1759.1599999999999,2.0000436709997302,292,9,240284,0,time_limit
graph_n10_d50_adj_matrix,random,2,1759.1599999999999,2.0000263510009972,186,4,239775,0,time_limit
graph_n10_d50_adj_matrix,greedy,0,1589.43,2.000013572000171,9,2,217522,0,time_limit
graph_n10_d50_adj_matrix,greedy,1,1589.43,2.000013783999748,8,1,232908,0,time_limit
graph_n10_d50_adj_matrix,greedy,2,1589.43,2.00002216699977,9,1,218107,0,time_limit
graph_n10_d50_adj_matrix,local,0,1589.43,2.0009028040003614,6,1,984,0,time_limit
graph_n10_d50_adj_matrix,local,1,1589.43,2.0004345859997557,6,1,990,0,time_limit
graph_n10_d50_adj_matrix,local,2,1759.1599999999999,2.001959514000191,9,2,939,0,time_limit
SWtinyDAG,random,0,6.0,2.000019868999516,46,2,234693,0,time_limit
SWtinyDAG,random,1,6.0,2.000022804000764,44,1,237507,0,time_limit
SWtinyDAG,random,2,6.0,2.0000221770005737,97,1,242969,0,time_limit
SWtinyDAG,greedy,0,6.0,2.000038382000639,253,2,229973,0,time_limit
SWtinyDAG,greedy,1,6.0,2.000034541999412,188,1,242394,0,time_limit
SWtinyDAG,greedy,2,6.0,2.0000158969996846,46,2,239445,0,time_limit
SWtinyDAG,local,0,6.0,2.0018027320002147,9,1,842,0,time_limit
SWtinyDAG,local,1,6.0,2.002337441999771,8,1,843,0,time_limit
SWtinyDAG,local,2,6.0,2.000300576999507,9,1,858,0,time_limit
SWtinyDG,random,0,6.0,0.007290088999070576,400,2,293,0,max_candidates
SWtinyDG,random,1,6.0,2.0000286149988824,161,2,203453,0,time_limit
SWtinyDG,random,2,6.0,2.0000346930009982,195,2,213081,0,time_limit
SWtinyDG,greedy,0,6.0,2.000037069999962,169,2,204649,0,time_limit
SWtinyDG,greedy,1,6.0,2.0000247779989877,155,2,203477,0,time_limit
SWtinyDG,greedy,2,6.0,2.000028691998523,215,3,209469,0,time_limit
SWtinyDG,local,0,6.0,2.000553554000362,27,1,863,0,time_limit
SWtinyDG,local,1,6.0,2.000626192000709,17,1,851,0,time_limit
SWtinyDG,local,2,6.0,2.00098154799889,16,1,845,0,time_limit
SWtinyG,random,0,6.0,2.000019478999093,52,2,259175,0,time_limit
SWtinyG,random,1,5.0,2.000021926000045,77,1,290361,0,time_limit
SWtinyG,random,2,6.0,2.0000198319994524,46,2,247839,0,time_limit
SWtinyG,greedy,0,6.0,2.000018856000679,41,2,251727,0,time_limit
SWtinyG,greedy,1,6.0,2.0000173909993464,36,2,250757,0,time_limit
SWtinyG,greedy,2,6.0,2.0000188590001926,33,1,248762,0,time_limit
SWtinyG,local,0,6.0,2.000677608000842,2,1,865,0,time_limit
SWtinyG,local,1,6.0,2.001910040000439,2,1,880,0,time_limit
SWtinyG,local,2,6.0,2.0008548709993192,2,1,886,0,time_limit
SWmediumEWD,random,0,9.65383,0.15884810799980187,400,9,0,0,max_candidates
SWmediumEWD,random,1,9.79629,0.15709619500012195,400,12,0,0,max_candidates
SWmediumEWD,random,2,9.55555,0.15183885199985525,400,6,0,0,max_candidates
SWmediumEWD,greedy,0,12.29383,0.20472140600031707,400,4,0,0,max_candidates
SWmediumEWD,greedy,1,12.46069,0.20900487499966403,400,2,0,0,max_candidates
SWmediumEWD,greedy,2,12.31693,0.20334573199943407,400,4,0,0,max_candidates
SWmediumEWD,local,0,12.2394,2.0064869170000748,58,3,0,0,time_limit
SWmediumEWD,local,1,12.21357,2.026639987001545,56,5,0,0,time_limit
SWmediumEWD,local,2,12.23812,2.0303748510013975,58,4,0,0,time_limit
SWtinyEWD,random,0,1.9000000000000001,2.0000177530000656,27,4,258566,0,time_limit
SWtinyEWD,random,1,1.9000000000000001,2.0000294189994747,51,1,272448,0,time_limit
SWtinyEWD,random,2,1.9000000000000001,2.000019433000489,37,2,261172,0,time_limit
SWtinyEWD,greedy,0,1.9000000000000001,2.000017898000806,3,1,255953,0,time_limit
SWtinyEWD,greedy,1,1.9000000000000001,2.000016432999473,3,1,263798,0,time_limit
SWtinyEWD,greedy,2,1.6400000000000001,2.0000208349993045,4,2,281382,0,time_limit
SWtinyEWD,local,0,1.9000000000000001,2.001703186000668,2,1,1087,0,time_limit
SWtinyEWD,local,1,1.9000000000000001,2.0006826590015407,1,1,1081,0,time_limit
SWtinyEWD,local,2,1.9000000000000001,2.000031454999771,2,1,1095,0,time_limit
SWmediumG,random,0,119.0,0.16052675699938845,400,7,0,0,max_candidates
SWmediumG,random,1,117.0,0.15618099000130314,400,3,0,0,max_candidates
SWmediumG,random,2,120.0,0.1586714099994424,400,3,0,0,max_candidates
SWmediumG,greedy,0,120.0,0.20931413600010274,400,2,0,0,max_candidates
SWmediumG,greedy,1,121.0,0.20887671699892962,400,3,0,0,max_candidates
SWmediumG,greedy,2,120.0,0.2084847650003212,400,3,0,0,max_candidates
SWmediumG,local,0,120.0,2.0132449719985743,56,2,0,0,time_limit
SWmediumG,local,1,120.0,2.0328409140001895,58,2,0,0,time_limit
SWmediumG,local,2,120.0,2.0273004329992546,59,3,0,0,time_limit
SWmediumDG,random,0,24.0,0.015925054000035743,400,3,0,0,max_candidates
SWmediumDG,random,1,24.0,0.016268396000668872,400,1,0,0,max_candidates
SWmediumDG,random,2,23.0,0.015492454000195721,400,3,0,0,max_candidates
SWmediumDG,greedy,0,24.0,0.020231640000929474,400,5,0,0,max_candidates
SWmediumDG,greedy,1,24.0,0.02042929299932439,400,2,0,0,max_candidates
SWmediumDG,greedy,2,24.0,0.020343456999398768,400,3,0,0,max_candidates
SWmediumDG,local,0,25.0,2.004112389999136,310,2,0,0,time_limit
SWmediumDG,local,1,25.0,2.0033254840000154,299,3,0,0,time_limit
SWmediumDG,local,2,25.0,2.0006237939996936,311,2,0,0,time_limit
SW10000EWD,random,0,62.80038,2.0337882570001966,38,5,0,0,time_limit
SW10000EWD,random,1,62.82802,2.050304522999795,39,2,0,0,time_limit
SW10000EWD,random,2,62.78795,2.050095628001145,38,3,0,0,time_limit
SW10000EWD,greedy,0,83.79775,2.040560123999967,19,3,0,0,time_limit
SW10000EWD,greedy,1,83.87647,2.0095140369994624,18,5,0,0,time_limit
SW10000EWD,greedy,2,83.97841,2.0501362800005154,18,4,0,0,time_limit
SW10000EWD,local,0,83.49179,2.467648627000017,1,1,0,0,time_limit
SW10000EWD,local,1,83.78293,2.6164064810000127,1,1,0,0,time_limit
SW10000EWD,local,2,83.66867,2.744880733998798,1,1,0,0,time_limit
SW1000EWD,random,0,24.22561,1.288184723998711,400,7,0,0,max_candidates
SW1000EWD,random,1,24.31213,1.3397667550016195,400,2,0,0,max_candidates
SW1000EWD,random,2,24.682,1.3311926940004923,400,7,0,0,max_candidates
SW1000EWD,greedy,0,32.44121,2.0106309589991724,351,5,0,0,time_limit
SW1000EWD,greedy,1,32.45659,2.0068090059994574,319,8,0,0,time_limit
SW1000EWD,greedy,2,32.41274,2.0084782969988737,359,5,0,0,time_limit
SW1000EWD,local,0,32.21751,2.065862579000168,10,3,0,0,time_limit
SW1000EWD,local,1,32.13998,2.064987742000085,10,2,0,0,time_limit
SW1000EWD,local,2,32.14112,2.0680485610009782,10,3,0,0,time_limit
SWlargeG,random,0,477993.0,12.875647205999485,1,1,0,0,time_limit
SWlargeG,random,1,478056.0,12.97849110000061,1,1,0,0,time_limit
SWlargeG,random,2,478076.0,13.09212828100135,1,1,0,0,time_limit
SWlargeG,greedy,0,478121.0,27.625343198998962,1,1,0,0,time_limit
SWlargeG,greedy,1,478047.0,29.36622338500092,1,1,0,0,time_limit
SWlargeG,greedy,2,478109.0,29.83372137600054,1,1,0,0,time_limit
SWlargeG,local,0,478174.0,718.4701533030002,1,1,0,0,time_limit
SWlargeG,local,1,478226.0,683.0330387689992,1,1,0,0,time_limit
SWlargeG,local,2,478251.0,659.6389675730006,1,1,0,0,time_limit
